mesh_name,class,area,volume,rectangularity,compactness,convexity,eccentricity,diameter,A3_bin_0,A3_bin_1,A3_bin_2,A3_bin_3,A3_bin_4,A3_bin_5,A3_bin_6,A3_bin_7,A3_bin_8,A3_bin_9,A3_bin_10,A3_bin_11,A3_bin_12,A3_bin_13,A3_bin_14,A3_bin_15,A3_bin_16,A3_bin_17,A3_bin_18,A3_bin_19,A3_bin_20,A3_bin_21,A3_bin_22,A3_bin_23,A3_bin_24,A3_bin_25,A3_bin_26,A3_bin_27,A3_bin_28,A3_bin_29,D1_bin_0,D1_bin_1,D1_bin_2,D1_bin_3,D1_bin_4,D1_bin_5,D1_bin_6,D1_bin_7,D1_bin_8,D1_bin_9,D1_bin_10,D1_bin_11,D1_bin_12,D1_bin_13,D1_bin_14,D1_bin_15,D1_bin_16,D1_bin_17,D1_bin_18,D1_bin_19,D1_bin_20,D1_bin_21,D1_bin_22,D1_bin_23,D1_bin_24,D1_bin_25,D1_bin_26,D1_bin_27,D1_bin_28,D1_bin_29,D2_bin_0,D2_bin_1,D2_bin_2,D2_bin_3,D2_bin_4,D2_bin_5,D2_bin_6,D2_bin_7,D2_bin_8,D2_bin_9,D2_bin_10,D2_bin_11,D2_bin_12,D2_bin_13,D2_bin_14,D2_bin_15,D2_bin_16,D2_bin_17,D2_bin_18,D2_bin_19,D2_bin_20,D2_bin_21,D2_bin_22,D2_bin_23,D2_bin_24,D2_bin_25,D2_bin_26,D2_bin_27,D2_bin_28,D2_bin_29,D3_bin_0,D3_bin_1,D3_bin_2,D3_bin_3,D3_bin_4,D3_bin_5,D3_bin_6,D3_bin_7,D3_bin_8,D3_bin_9,D3_bin_10,D3_bin_11,D3_bin_12,D3_bin_13,D3_bin_14,D3_bin_15,D3_bin_16,D3_bin_17,D3_bin_18,D3_bin_19,D3_bin_20,D3_bin_21,D3_bin_22,D3_bin_23,D3_bin_24,D3_bin_25,D3_bin_26,D3_bin_27,D3_bin_28,D3_bin_29,D4_bin_0,D4_bin_1,D4_bin_2,D4_bin_3,D4_bin_4,D4_bin_5,D4_bin_6,D4_bin_7,D4_bin_8,D4_bin_9,D4_bin_10,D4_bin_11,D4_bin_12,D4_bin_13,D4_bin_14,D4_bin_15,D4_bin_16,D4_bin_17,D4_bin_18,D4_bin_19,D4_bin_20,D4_bin_21,D4_bin_22,D4_bin_23,D4_bin_24,D4_bin_25,D4_bin_26,D4_bin_27,D4_bin_28,D4_bin_29
m720.obj,Sword,0.16976110705968447,0.001116363283371647,0.12576726834992408,34.709721900911255,0.623059004287439,833.4170219366625,1.0000726,0.24151696606786427,0.15269461077844312,0.07784431137724551,0.04441117764471058,0.03143712574850299,0.016467065868263474,0.020958083832335328,0.008483033932135729,0.0124750499001996,0.009481037924151697,0.00998003992015968,0.010978043912175649,0.008982035928143712,0.00998003992015968,0.011976047904191617,0.008982035928143712,0.0074850299401197605,0.010479041916167664,0.010978043912175649,0.010978043912175649,0.00998003992015968,0.014970059880239521,0.012974051896207584,0.016467065868263474,0.02594810379241517,0.029940119760479042,0.04091816367265469,0.04341317365269461,0.04890219560878244,0.03992015968063872,0.020951114067176587,0.0912869970069837,0.08812770202859993,0.0808114399733954,0.06318589956767542,0.05986032590621882,0.05320917858330562,0.07648819421350182,0.06119055537080147,0.05670103092783505,0.04206850681742601,0.03658131027602261,0.03408713002993016,0.037080146325241106,0.0337545726637845,0.02826737612238111,0.023611572996341867,0.015796474891918856,0.010309278350515464,0.007316262055204523,0.007316262055204523,0.006651147322913203,0.006651147322913203,0.007981376787495843,0.005320917858330562,0.007648819421350183,0.011306950448952444,0.006651147322913203,0.011639507815098104,0.008147655470568673,0.04256734286664449,0.0884602593947456,0.09178583305620219,0.0834718989025607,0.07748586631193881,0.07881609577652145,0.06285334220152976,0.05886265380778184,0.05620219487861656,0.05021616228799468,0.03791153974060525,0.040239441303624876,0.02693714665779847,0.02893249085467243,0.025939474559361488,0.01962088460259395,0.016627868307283005,0.018623212504156966,0.016295310941137345,0.014299966744263386,0.012304622547389425,0.011306950448952444,0.010309278350515464,0.008313934153641503,0.009311606252078483,0.002327901563019621,0.0039906883937479215,0.0036581310276022614,0.0006651147322913202,0.0016627868307283007,0.010479041916167664,0.018962075848303395,0.025449101796407185,0.023952095808383235,0.04241516966067864,0.04640718562874251,0.04940119760479042,0.05788423153692615,0.06037924151696607,0.0593812375249501,0.056387225548902194,0.05139720558882235,0.06387225548902195,0.054890219560878244,0.054890219560878244,0.05289421157684631,0.0499001996007984,0.03642714570858283,0.03343313373253493,0.02844311377245509,0.023952095808383235,0.02245508982035928,0.017964071856287425,0.014471057884231538,0.018962075848303395,0.011477045908183632,0.006487025948103792,0.0014970059880239522,0.003992015968063872,0.0014970059880239522,0.06836461126005362,0.02546916890080429,0.05361930294906166,0.06367292225201072,0.058981233243967826,0.06702412868632708,0.08109919571045576,0.06568364611260054,0.06233243967828418,0.06367292225201072,0.054289544235924934,0.054959785522788206,0.05294906166219839,0.039544235924932974,0.03351206434316354,0.03418230563002681,0.020107238605898123,0.01943699731903485,0.020777479892761394,0.014745308310991957,0.00804289544235925,0.00871313672922252,0.004691689008042895,0.006702412868632708,0.006032171581769437,0.003351206434316354,0.002680965147453083,0.0013404825737265416,0.0020107238605898124,0.0020107238605898124
D00916.obj,Sword,0.0835910978504252,0.00020903518784984217,0.07668357830970988,118.19222699996057,0.3787771706522835,3881.615788385398,1.0000327,0.42482100238663484,0.10739856801909307,0.04295942720763723,0.026252983293556086,0.0147175815433572,0.013126491646778043,0.007955449482895784,0.009148766905330152,0.00477326968973747,0.0031821797931583136,0.0059665871121718375,0.001988862370723946,0.004375497215592681,0.006364359586316627,0.011535401750198886,0.007159904534606206,0.003579952267303103,0.003977724741447892,0.004375497215592681,0.005568814638027049,0.007159904534606206,0.0031821797931583136,0.003579952267303103,0.007159904534606206,0.013524264120922832,0.015115354017501989,0.025059665871121718,0.03619729514717582,0.060461416070007955,0.11933174224343675,0.03818615751789976,0.042163882259347654,0.04044020153805357,0.03447361442588173,0.04786528772208963,0.08141076637496686,0.06258286926544683,0.026385574118271016,0.027578891540705384,0.0281092548395651,0.030495889684433838,0.02916998143728454,0.04760010607265977,0.0758419517369398,0.04110315566162821,0.028639618138424822,0.03407584195173694,0.02903739061256961,0.022142667727393265,0.021877486077963405,0.035136568549456376,0.0669583664810395,0.03712543092018032,0.015645717316361708,0.014319809069212411,0.01405462741978255,0.010739856801909307,0.008750994431185362,0.005701405462741978,0.002386634844868735,0.066030230708035,0.06841686555290374,0.06178732431715725,0.06337841421373641,0.07080350039777247,0.06470432246088571,0.04746751524794484,0.041898700609917794,0.04322460885706709,0.05091487669053302,0.04110315566162821,0.03712543092018032,0.03579952267303103,0.041898700609917794,0.03314770617873243,0.03579952267303103,0.02970034473614426,0.02916998143728454,0.023070803500397773,0.020684168655529037,0.017767170511800583,0.017767170511800583,0.017767170511800583,0.011137629276054098,0.0098117210289048,0.00503845133916733,0.005568814638027049,0.00477326968973747,0.0026518164942985947,0.0015910898965791568,0.008750994431185362,0.023070803500397773,0.04295942720763723,0.06443914081145585,0.07716785998408911,0.08870326173428798,0.0879077167859984,0.09069212410501193,0.09029435163086715,0.08035003977724742,0.06801909307875895,0.0513126491646778,0.05608591885441527,0.03699284009546539,0.027446300715990454,0.020684168655529037,0.020684168655529037,0.00954653937947494,0.013126491646778043,0.00477326968973747,0.00954653937947494,0.007955449482895784,0.0059665871121718375,0.005171042163882259,0.0031821797931583136,0.0015910898965791568,0.0007955449482895784,0.0015910898965791568,0.0003977724741447892,0.0007955449482895784,0.003183023872679045,0.01803713527851459,0.029708222811671087,0.04562334217506631,0.05623342175066313,0.08063660477453581,0.08222811671087533,0.0960212201591512,0.0896551724137931,0.09177718832891246,0.07851458885941645,0.07851458885941645,0.05623342175066313,0.04774535809018567,0.040318302387267906,0.029177718832891247,0.022281167108753316,0.011671087533156498,0.007957559681697613,0.007427055702917772,0.007427055702917772,0.005835543766578249,0.002122015915119363,0.0015915119363395225,0.004244031830238726,0.002652519893899204,0.0010610079575596816,0.0015915119363395225,0.0,0.0005305039787798408
D00484.obj,Sword,0.1487148273350739,0.0004134230873194558,0.035418257044948435,170.14570415114258,0.23131360794657652,1067.9503574481923,0.99960417,0.16542994325621999,0.10213880401571367,0.07202095154954169,0.05674378000872981,0.04975993016150153,0.04015713662156264,0.03884766477520733,0.028371890004364905,0.024879965080750764,0.02182453077258839,0.020951549541684853,0.020515058926233086,0.02007856831078132,0.02007856831078132,0.01920558707987778,0.02138804015713662,0.014840680925360105,0.013531209079004802,0.01571366215626364,0.014840680925360105,0.015277171540811872,0.02007856831078132,0.027062418158009603,0.02357049323439546,0.01964207769532955,0.026625927542557836,0.02007856831078132,0.02531645569620253,0.018769096464426014,0.022261021388040158,0.010912265386294195,0.015131674668994616,0.013676705950822057,0.2618943692710607,0.12600029099374363,0.1043212570929725,0.08831660119307434,0.07653135457587662,0.08278772006401862,0.04495853339153208,0.02284300887530918,0.0,0.010912265386294195,0.0,0.0,0.0,0.010912265386294195,0.0,0.010912265386294195,0.0,0.010912265386294195,0.0,0.010912265386294195,0.010912265386294195,0.010912265386294195,0.010912265386294195,0.02182453077258839,0.010912265386294195,0.010912265386294195,0.021679033900771135,0.08614668218859138,0.11554132712456344,0.10477299185098952,0.10069848661233993,0.09516880093131548,0.06344586728754366,0.05966239813736903,0.036379511059371365,0.04278230500582072,0.01571594877764843,0.011350407450523865,0.007566938300349243,0.011641443538998836,0.008440046565774156,0.008149010477299184,0.017753201396973225,0.009313154831199068,0.010768335273573923,0.01338766006984866,0.01949941792782305,0.01891734575087311,0.023282887077997673,0.02211874272409779,0.01891734575087311,0.02677532013969732,0.020954598370197905,0.011641443538998836,0.01309662398137369,0.004947613504074505,0.0011641443538998836,0.015277171540811872,0.0515058926233086,0.0894805761676124,0.09384548232213008,0.09428197293758184,0.0907900480139677,0.08511567001309472,0.08336970755128764,0.05718027062418158,0.04714098646879092,0.05106940200785683,0.026189436927106065,0.01964207769532955,0.02138804015713662,0.012221737232649499,0.020515058926233086,0.013094718463553033,0.013531209079004802,0.011348756001745963,0.020515058926233086,0.02357049323439546,0.02007856831078132,0.017459624618070713,0.004364906154517678,0.003491924923614142,0.001745962461807071,0.004801396769969445,0.0026189436927106066,0.0026189436927106066,0.001745962461807071,0.012805587892898719,0.02677532013969732,0.034924330616996506,0.0570430733410943,0.06926658905704307,0.07683352735739232,0.08498253783469151,0.07450523864959255,0.07566938300349244,0.06635622817229336,0.07334109429569266,0.05238649592549476,0.05064027939464494,0.040162980209545986,0.03317811408614668,0.030849825378346914,0.030267753201396973,0.023282887077997673,0.012805587892898719,0.018044237485448197,0.016880093131548313,0.008149010477299184,0.012223515715948778,0.004656577415599534,0.005820721769499418,0.0034924330616996507,0.0017462165308498253,0.0017462165308498253,0.0005820721769499418,0.0005820721769499418
m697.obj,Sword,0.09632668812759226,0.00023208049483453995,0.029276712336182686,146.72706463152244,0.3246040248574933,6759.548190752448,1.0000659,0.44364508393285373,0.08932853717026379,0.027577937649880094,0.014388489208633094,0.011990407673860911,0.004196642685851319,0.0017985611510791368,0.001199040767386091,0.001199040767386091,0.001199040767386091,0.0,0.001199040767386091,0.00539568345323741,0.004796163069544364,0.050359712230215826,0.029376498800959234,0.002997601918465228,0.002398081534772182,0.0005995203836930455,0.001199040767386091,0.001199040767386091,0.002997601918465228,0.002398081534772182,0.004796163069544364,0.01079136690647482,0.013189448441247002,0.02038369304556355,0.029376498800959234,0.06954436450839328,0.15047961630695444,0.019176987614862164,0.1122652816620056,0.021973631642029565,0.08509788254095085,0.010787055533359968,0.14502596883739513,0.008389932081502197,0.057530962844586496,0.0,0.13423891330403515,0.027566919696364364,0.0491410307630843,0.04234918098282062,0.053535757091490214,0.009588493807431082,0.009588493807431082,0.0,0.019176987614862164,0.019176987614862164,0.009588493807431082,0.013184178985217739,0.046544147023571715,0.00998801438274071,0.02556931681981622,0.0,0.041550139832201356,0.0,0.009588493807431082,0.006392329204954055,0.012984418697562925,0.04994007191370355,0.08389932081502198,0.0842988413903316,0.0687175389532561,0.09348781462245305,0.05593288054334798,0.060727127447063524,0.057530962844586496,0.07271274470635238,0.05113863363963244,0.057530962844586496,0.036755892928485814,0.03915301638034359,0.034758290051937674,0.02836596084698362,0.01997602876548142,0.024370755093887336,0.015980823012385136,0.01757890531362365,0.015181781861765881,0.009588493807431082,0.002796644027167399,0.003595685177786656,0.001997602876548142,0.0051937674790251695,0.002796644027167399,0.0011985617259288853,0.001997602876548142,0.0007990411506192569,0.001997602876548142,0.005995203836930456,0.02577937649880096,0.0605515587529976,0.08872901678657075,0.09172661870503597,0.11930455635491606,0.09172661870503597,0.08812949640287769,0.06954436450839328,0.06534772182254196,0.06534772182254196,0.053357314148681056,0.03896882494004796,0.03357314148681055,0.023381294964028777,0.024580335731414868,0.013189448441247002,0.011390887290167866,0.006594724220623501,0.004796163069544364,0.004196642685851319,0.004796163069544364,0.002997601918465228,0.0005995203836930455,0.0,0.0017985611510791368,0.0,0.0017985611510791368,0.001199040767386091,0.0005995203836930455,0.004796163069544364,0.020783373301358914,0.02717825739408473,0.06155075939248601,0.060751398880895285,0.08073541167066348,0.08553157474020784,0.08473221422861711,0.09512390087929656,0.07913669064748201,0.08073541167066348,0.07673860911270983,0.06155075939248601,0.050359712230215826,0.035171862509992005,0.023181454836131096,0.01598721023181455,0.010391686650679457,0.012789768185451638,0.010391686650679457,0.007993605115907274,0.003996802557953637,0.0007993605115907274,0.0031974420463629096,0.002398081534772182,0.0015987210231814548,0.0007993605115907274,0.0007993605115907274,0.0,0.0007993605115907274
m696.obj,Sword,0.13997014238842567,0.00038454621926548943,0.011144540652341705,163.96711223468571,0.045577360763081005,9.623000911788933,1.0000211,0.03731746890210925,0.06165494862087615,0.07030827474310439,0.0746349378042185,0.08436992969172526,0.062195781503515415,0.05678745267712277,0.04488912925905895,0.03839913466738778,0.04434829637641969,0.038939967550027044,0.03028664142779881,0.028664142779881017,0.024337479718766902,0.03028664142779881,0.03677663601946998,0.03244997295835587,0.02541914548404543,0.024878312601406164,0.022174148188209845,0.020010816657652784,0.02163331530557058,0.020010816657652784,0.01838831800973499,0.009734991887506761,0.010275824770146024,0.012439156300703082,0.008653326122228232,0.005949161709031909,0.0037858301784748512,0.4931506849315068,0.18583273251622207,0.24152847873107425,0.03586878154289834,0.04289834174477289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007209805335255948,0.1503244412400865,0.3089401586157174,0.2072819033886085,0.16943042537851477,0.10814708002883922,0.0418168709444845,0.010454217736121124,0.0007209805335255948,0.0014419610670511895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003604902667627974,0.0,0.0007209805335255948,0.0,0.0003604902667627974,0.020562770562770564,0.09199134199134198,0.17045454545454544,0.22727272727272727,0.17586580086580086,0.10876623376623376,0.06601731601731602,0.05248917748917749,0.02976190476190476,0.02002164502164502,0.016233766233766232,0.0091991341991342,0.003246753246753247,0.003246753246753247,0.0010822510822510823,0.0021645021645021645,0.0,0.0010822510822510823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005411255411255411,0.007209805335255948,0.012256669069935111,0.03316510454217736,0.04542177361211247,0.058399423215573176,0.08507570295602018,0.08868060562364816,0.10093727469358327,0.0966113914924297,0.07642393655371305,0.0966113914924297,0.05263157894736842,0.043258832011535686,0.03460706560922855,0.0418168709444845,0.03028118240807498,0.022350396539293438,0.01802451333813987,0.01802451333813987,0.007930785868781542,0.006488824801730353,0.007209805335255948,0.006488824801730353,0.003604902667627974,0.0021629416005767843,0.0,0.0021629416005767843,0.0007209805335255948,0.0007209805335255948,0.0007209805335255948
m709.obj,Sword,0.14610951226107405,0.00039889710049502094,0.034179807535221415,173.32505253982723,0.22318430246293317,1049.5656583119105,1.0,0.17144156434743066,0.10595725329695316,0.06412005457025921,0.06184629376989541,0.04911323328785812,0.03956343792633015,0.030923146884947704,0.02592087312414734,0.0241018644838563,0.020463847203274217,0.017735334242837655,0.015916325602546612,0.01637107776261937,0.01455206912232833,0.015916325602546612,0.022282855843565257,0.017735334242837655,0.01227830832196453,0.01409731696225557,0.018644838562983174,0.020009095043201454,0.0286493860845839,0.0263756252842201,0.019099590723055934,0.02592087312414734,0.02773988176443838,0.017735334242837655,0.026830377444292862,0.023192360163710776,0.02546612096407458,0.010912397696271597,0.018187329493785997,0.01288269172476508,0.26356471658078207,0.1279175507729615,0.10290997271900576,0.09108820854804486,0.08578357077902395,0.07381024552894816,0.04364959078508639,0.01652015762352228,0.0,0.010912397696271597,0.0,0.0,0.0,0.010912397696271597,0.0,0.010912397696271597,0.0,0.010912397696271597,0.0,0.010912397696271597,0.010912397696271597,0.010912397696271597,0.010912397696271597,0.021824795392543193,0.010912397696271597,0.010912397696271597,0.021824795392543193,0.09245225826007882,0.12731130645650196,0.09487723552591694,0.10184904516520157,0.08335859351318581,0.06971809639284632,0.06244316459533192,0.04455895725977569,0.03485904819642316,0.01424674143679903,0.014852985753258564,0.006062443164595332,0.009699909063352531,0.008487420430433464,0.007881176113973931,0.007274931797514398,0.010912397696271597,0.015459230069718097,0.017581085177326462,0.017884207335556228,0.019096695968475297,0.023340406183692028,0.020309184601394362,0.022431039709002728,0.020915428917853897,0.020309184601394362,0.013943619278569264,0.009093664746892998,0.006971809639284632,0.0018187329493785996,0.01409731696225557,0.053660754888585724,0.09095043201455207,0.10277398817644384,0.09185993633469759,0.08276489313324238,0.07958162801273307,0.06321055025011368,0.05911778080945884,0.04638472032742155,0.04911323328785812,0.0286493860845839,0.02364711232378354,0.022282855843565257,0.018644838562983174,0.015006821282401092,0.01409731696225557,0.018190086402910415,0.019099590723055934,0.021373351523419737,0.02773988176443838,0.017735334242837655,0.020918599363346977,0.009095043201455207,0.002728512960436562,0.001364256480218281,0.002273760800363802,0.0018190086402910413,0.001364256480218281,0.00045475216007276033,0.007883565797453002,0.018192844147968467,0.03759854457246816,0.03941782898726501,0.0703456640388114,0.07701637355973318,0.07640994542146756,0.07701637355973318,0.07277137659187387,0.07640994542146756,0.06791995148574893,0.05942995755003032,0.053972104305639784,0.0351728320194057,0.04184354154032747,0.024863553668890235,0.024863553668890235,0.0272892662219527,0.021224984839296544,0.02425712553062462,0.014554275318374773,0.01637355973317162,0.007883565797453002,0.004244996967859308,0.009702850212249849,0.004851425106124924,0.004851425106124924,0.0018192844147968466,0.0006064281382656155,0.001212856276531231
m721.obj,Sword,0.19173543634171158,0.0021262877904173775,0.15439340440747407,13.785124545253074,0.6192785412429395,238.39204043340348,1.0003133,0.27108092812676854,0.15676287492925864,0.06168647425014148,0.043010752688172046,0.02603282399547255,0.01584606677985286,0.01584606677985286,0.013016411997736276,0.011884550084889643,0.008488964346349746,0.008488964346349746,0.005659309564233163,0.003961516694963215,0.0050933786078098476,0.02603282399547255,0.011884550084889643,0.0028296547821165816,0.003961516694963215,0.00622524052065648,0.0050933786078098476,0.009054895302773062,0.011884550084889643,0.010752688172043012,0.014714204867006225,0.016411997736276173,0.03225806451612903,0.03791737408036219,0.05319750990379174,0.07413695529145445,0.03678551216751556,0.07317993210109393,0.03847604677480196,0.04526593738211995,0.05130139569973595,0.04828366654092795,0.006035458317615994,0.03319502074688797,0.03923047906450396,0.04828366654092795,0.036212749905695965,0.015088645794039984,0.05224443606186345,0.06506978498679744,0.046208977744247454,0.023576009053187477,0.06978498679743493,0.01886080724254998,0.04337985665786496,0.021124104111655977,0.013579781214635987,0.04337985665786496,0.029045643153526972,0.027159562429271974,0.0067898906073179935,0.03206337231233497,0.02829121086382497,0.003206337231233497,0.013579781214635987,0.017729158807996984,0.01037344398340249,0.036589966050546964,0.06940777065258392,0.08261033572236892,0.052810260279139945,0.06978498679743493,0.06299509619011694,0.06374952847981893,0.058091286307053944,0.044888721237268954,0.06186344775556394,0.027536778574122973,0.044888721237268954,0.02829121086382497,0.04111655978875896,0.03168615616748397,0.027159562429271974,0.036589966050546964,0.016220294228592985,0.03168615616748397,0.012825348924933987,0.02829121086382497,0.01848359109769898,0.009053187476423991,0.01093926820067899,0.0067898906073179935,0.01093926820067899,0.002640513013956997,0.007167106752168993,0.0015088645794039985,0.0033949453036589967,0.004527447651386531,0.02320316921335597,0.035653650254668934,0.04867006225240521,0.06847764572722127,0.07357102433503113,0.09564233163554046,0.08262591963780419,0.09054895302773061,0.09111488398415393,0.08432371250707414,0.08205998868138087,0.05319750990379174,0.04753820033955857,0.02942840973401245,0.019807583474816072,0.015280135823429542,0.014714204867006225,0.009620826259196379,0.00622524052065648,0.006791171477079796,0.005659309564233163,0.001697792869269949,0.0028296547821165816,0.0028296547821165816,0.001697792869269949,0.0011318619128466328,0.0,0.0005659309564233164,0.0005659309564233164,0.007547169811320755,0.012830188679245283,0.03245283018867925,0.05358490566037736,0.05811320754716981,0.07698113207547169,0.09056603773584905,0.09886792452830188,0.08377358490566038,0.0890566037735849,0.0739622641509434,0.0649056603773585,0.05584905660377359,0.05433962264150943,0.040754716981132075,0.033962264150943396,0.021132075471698115,0.015849056603773583,0.009811320754716982,0.009056603773584906,0.0022641509433962265,0.0022641509433962265,0.00830188679245283,0.0015094339622641509,0.0,0.0,0.0,0.0007547169811320754,0.0,0.0015094339622641509
m694.obj,Sword,0.24451393135405802,0.0009998853300806122,0.035764700951932044,129.28795273097808,0.20368103449691477,411.9744695232346,1.000065,0.21680420105026257,0.12528132033008252,0.08289572393098274,0.04838709677419355,0.03075768942235559,0.03188297074268567,0.023255813953488372,0.020630157539384845,0.0172543135783946,0.019129782445611403,0.015753938484621154,0.01687921980495124,0.01800450112528132,0.01387846961740435,0.0172543135783946,0.015753938484621154,0.014253563390847712,0.014253563390847712,0.01312828207051763,0.012378094523630907,0.0172543135783946,0.015003750937734433,0.010877719429857465,0.016129032258064516,0.01687921980495124,0.01800450112528132,0.023630907726931733,0.037134283570892726,0.04688672168042011,0.030382595648912228,0.018625,0.04425,0.046625,0.041375,0.042,0.038,0.037625,0.02725,0.028875,0.10125,0.09875,0.072125,0.060875,0.034,0.0385,0.051375,0.0575,0.0245,0.0195,0.019375,0.021,0.014,0.017,0.015,0.014,0.006,0.0045,0.0035,0.0015,0.001125,0.027,0.0615,0.06325,0.07025,0.083,0.0725,0.067,0.05475,0.04275,0.039,0.03575,0.0315,0.03325,0.0345,0.03325,0.035,0.027,0.02525,0.0305,0.026,0.0225,0.02325,0.016,0.017,0.00975,0.00825,0.0035,0.00325,0.00125,0.00225,0.007126781695423856,0.035258814703675916,0.06789197299324831,0.10127531882970743,0.09227306826706677,0.1140285071267817,0.10465116279069768,0.08964741185296324,0.07501875468867217,0.06789197299324831,0.047261815453863466,0.042010502625656414,0.02738184546136534,0.024381095273818456,0.02288072018004501,0.016504126031507877,0.01800450112528132,0.014628657164291074,0.011252813203300824,0.00900225056264066,0.004876219054763691,0.002250562640660165,0.0018754688672168042,0.0011252813203300824,0.0,0.00037509377344336085,0.0007501875468867217,0.0,0.0,0.00037509377344336085,0.0045,0.0155,0.0345,0.055,0.069,0.084,0.093,0.0775,0.091,0.0775,0.072,0.0695,0.05,0.054,0.0345,0.028,0.025,0.012,0.0165,0.0095,0.0075,0.0055,0.0025,0.0045,0.0015,0.002,0.0,0.0015,0.0005,0.002
m695.obj,Sword,0.2906389669597297,0.0009603718642604206,0.05004753571348734,235.35872019281413,0.18277580067079618,49.479215018873454,1.0001254,0.08439609902475619,0.13353338334583645,0.07689422355588897,0.05288822205551388,0.04013503375843961,0.03788447111777944,0.035258814703675916,0.034133533383345835,0.03488372093023256,0.032633158289572396,0.03150787696924231,0.030382595648912228,0.036384096024006,0.029632408102025505,0.04126031507876969,0.028132033008252063,0.03150787696924231,0.02663165791447862,0.028132033008252063,0.012378094523630907,0.0172543135783946,0.0172543135783946,0.01350337584396099,0.015378844711177795,0.015003750937734433,0.018754688672168042,0.015753938484621154,0.014628657164291074,0.010877719429857465,0.003000750187546887,0.169125,0.02,0.27475,0.2295,0.19375,0.079875,0.02125,0.008125,0.00175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.000375,0.13675,0.19525,0.0645,0.16325,0.101,0.041,0.0955,0.12,0.05725,0.018,0.00375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.00025,0.0,0.0,0.001,0.0,0.0,0.00075,0.00025,0.00025,0.00025,0.01350337584396099,0.03975993998499625,0.05776444111027757,0.07876969242310577,0.10127531882970743,0.10502625656414104,0.1054013503375844,0.10577644411102775,0.08739684921230308,0.08327081770442611,0.06151537884471118,0.05026256564141035,0.037134283570892726,0.016504126031507877,0.010127531882970742,0.015003750937734433,0.010127531882970742,0.002625656414103526,0.007876969242310577,0.00450112528132033,0.0018754688672168042,0.0007501875468867217,0.0011252813203300824,0.00037509377344336085,0.00037509377344336085,0.0,0.0007501875468867217,0.00037509377344336085,0.00037509377344336085,0.00037509377344336085,0.0055,0.01,0.0285,0.037,0.0495,0.0655,0.0715,0.083,0.0805,0.0815,0.078,0.079,0.068,0.06,0.043,0.032,0.033,0.0255,0.0155,0.0145,0.0125,0.008,0.009,0.0045,0.0015,0.0015,0.0005,0.0005,0.0,0.001
m691.obj,Sword,0.08439140074480062,0.00016363600310990645,0.007679373448854866,198.4652550842772,0.05617787521386906,916.493540047056,1.0000001,0.23105776444111029,0.12153038259564891,0.07051762940735183,0.04463615903975994,0.030007501875468866,0.020630157539384845,0.015753938484621154,0.016504126031507877,0.014253563390847712,0.01312828207051763,0.011627906976744186,0.01387846961740435,0.028507126781695424,0.04876219054763691,0.03825956489122281,0.02738184546136534,0.014628657164291074,0.007501875468867217,0.008252063015753939,0.006751687921980495,0.006001500375093774,0.008252063015753939,0.012003000750187547,0.01687921980495124,0.017629407351837958,0.016504126031507877,0.025881470367591898,0.03188297074268567,0.037509377344336084,0.04388597149287322,0.006,0.016625,0.02275,0.014375,0.00075,0.0,0.027,0.10675,0.3295,0.015375,0.013,0.025875,0.013,0.029875,0.0425,0.03575,0.049625,0.0365,0.035875,0.013,0.01275,0.025125,0.046625,0.012875,0.013,0.02575,0.01175,0.008,0.006,0.004,0.0755,0.0575,0.06275,0.067,0.08575,0.07275,0.04825,0.03325,0.04625,0.04475,0.03675,0.0325,0.03175,0.02875,0.0345,0.03475,0.033,0.033,0.03525,0.02975,0.02225,0.014,0.01175,0.00675,0.00925,0.005,0.00325,0.00225,0.00075,0.001,0.014628657164291074,0.034133533383345835,0.061890472618154536,0.07914478619654913,0.08739684921230308,0.0708927231807952,0.072768192048012,0.06639159789947487,0.05438859714928732,0.047261815453863466,0.05026256564141035,0.03600900225056264,0.03488372093023256,0.037134283570892726,0.024006001500375095,0.028507126781695424,0.028132033008252063,0.028507126781695424,0.028882220555138786,0.025881470367591898,0.02288072018004501,0.01800450112528132,0.015753938484621154,0.011252813203300824,0.006376594148537134,0.007501875468867217,0.003000750187546887,0.0018754688672168042,0.0015003750937734434,0.0007501875468867217,0.014,0.0445,0.0705,0.0935,0.104,0.1165,0.0995,0.0785,0.0765,0.061,0.0545,0.035,0.03,0.029,0.0185,0.0155,0.012,0.013,0.0135,0.0085,0.0035,0.003,0.003,0.0005,0.0005,0.0005,0.0,0.0005,0.0,0.0005
